                                 Open        High         Low       Close  \
Datetime                                                                    
2024-10-17 00:00:00+01:00  194.261002  194.276001  194.238007  194.250000   
2024-10-17 00:01:00+01:00  194.251999  194.279999  194.248001  194.266998   
2024-10-17 00:02:00+01:00  194.266998  194.294998  194.266006  194.285995   
2024-10-17 00:03:00+01:00  194.287994  194.326996  194.281998  194.307007   
2024-10-17 00:04:00+01:00  194.309006  194.326996  194.302994  194.307999   
2024-10-17 00:05:00+01:00  194.300995  194.343994  194.298996  194.330002   
2024-10-17 00:06:00+01:00  194.322006  194.335007  194.309998  194.319000   
2024-10-17 00:07:00+01:00  194.317993  194.328995  194.315002  194.320999   
2024-10-17 00:08:00+01:00  194.324005  194.348007  194.317001  194.335999   
2024-10-17 00:09:00+01:00  194.339005  194.347000  194.330002  194.332001   
2024-10-17 00:10:00+01:00  194.337997  194.360001  194.332001  194.350998   
2024-10-17 00:11:00+01:00  194.352005  194.358002  194.337997  194.343994   
2024-10-17 00:12:00+01:00  194.347000  194.352005  194.326004  194.334000   
2024-10-17 00:13:00+01:00  194.334000  194.356003  194.330002  194.350006   
2024-10-17 00:14:00+01:00  194.352005  194.354996  194.341003  194.343994   
2024-10-17 00:15:00+01:00  194.341003  194.343002  194.307999  194.320007   
2024-10-17 00:16:00+01:00  194.317001  194.337006  194.292007  194.294998   
2024-10-17 00:17:00+01:00  194.291000  194.317001  194.289993  194.300995   
2024-10-17 00:18:00+01:00  194.300995  194.332001  194.298004  194.324005   
2024-10-17 00:19:00+01:00  194.322006  194.335007  194.315994  194.334000   
2024-10-17 00:20:00+01:00  194.335999  194.345001  194.328003  194.330002   
2024-10-17 00:21:00+01:00  194.332001  194.358994  194.324005  194.358002   
2024-10-17 00:22:00+01:00  194.358994  194.376999  194.352005  194.371994   
2024-10-17 00:23:00+01:00  194.371994  194.386002  194.363998  194.369995   
2024-10-17 00:24:00+01:00  194.365997  194.371994  194.322998  194.341995   
2024-10-17 00:25:00+01:00  194.339005  194.365005  194.330994  194.360992   
2024-10-17 00:26:00+01:00  194.362000  194.369995  194.352005  194.360001   
2024-10-17 00:27:00+01:00  194.356003  194.365997  194.354004  194.356003   
2024-10-17 00:28:00+01:00  194.354004  194.363998  194.345993  194.354004   
2024-10-17 00:29:00+01:00  194.352997  194.363007  194.350006  194.356003   
2024-10-17 00:30:00+01:00  194.356003  194.367004  194.343994  194.358002   
2024-10-17 00:31:00+01:00  194.358002  194.362000  194.352005  194.356003   
2024-10-17 00:32:00+01:00  194.356003  194.362000  194.330994  194.332001   
2024-10-17 00:33:00+01:00  194.335999  194.341995  194.313995  194.313995   
2024-10-17 00:34:00+01:00  194.313995  194.332993  194.306000  194.324997   
2024-10-17 00:35:00+01:00  194.328995  194.328995  194.311996  194.324005   
