                                Open       High        Low      Close  Volume  \
Datetime                                                                        
2024-10-16 00:00:00+01:00  17.645920  17.653799  17.606600  17.646099       0   
2024-10-16 01:00:00+01:00  17.647600  17.664200  17.639900  17.647100       0   
2024-10-16 02:00:00+01:00  17.652510  17.661860  17.607599  17.622400       0   
2024-10-16 03:00:00+01:00  17.623989  17.638800  17.572500  17.590700       0   
2024-10-16 04:00:00+01:00  17.593710  17.608549  17.562500  17.606800       0   
2024-10-16 05:00:00+01:00  17.606689  17.622499  17.593700  17.618299       0   
2024-10-16 06:00:00+01:00  17.617411  17.628401  17.594999  17.607710       0   
2024-10-16 07:00:00+01:00  17.608549  17.643900  17.580000  17.596439       0   
2024-10-16 08:00:00+01:00  17.596230  17.619801  17.566900  17.586500       0   
2024-10-16 09:00:00+01:00  17.584789  17.624001  17.573799  17.596460       0   
2024-10-16 10:00:00+01:00  17.594801  17.604099  17.533501  17.555830       0   
2024-10-16 11:00:00+01:00  17.555201  17.585600  17.543100  17.576059       0   
2024-10-16 12:00:00+01:00  17.574070  17.588100  17.536699  17.555059       0   
2024-10-16 13:00:00+01:00  17.555799  17.627300  17.537201  17.617300       0   
2024-10-16 14:00:00+01:00  17.616501  17.635099  17.588800  17.611799       0   
2024-10-16 15:00:00+01:00  17.610291  17.657000  17.598000  17.649420       0   
2024-10-16 16:00:00+01:00  17.649700  17.664339  17.616301  17.649450       0   
2024-10-16 17:00:00+01:00  17.646900  17.659620  17.620600  17.644501       0   
2024-10-16 18:00:00+01:00  17.644310  17.650690  17.621300  17.636761       0   
2024-10-16 19:00:00+01:00  17.636600  17.657909  17.621901  17.647400       0   
2024-10-16 20:00:00+01:00  17.647310  17.652370  17.624901  17.642000       0   
2024-10-16 21:00:00+01:00  17.641951  17.643480  17.584999  17.606800       0   
2024-10-16 22:00:00+01:00  17.602501  17.628799  17.579901  17.600401       0   
2024-10-16 23:00:00+01:00  17.612301  17.643431  17.593599  17.626801       0   
2024-10-17 00:00:00+01:00  17.628300  17.653009  17.618500  17.640100       0   
2024-10-17 01:00:00+01:00  17.641470  17.650551  17.605000  17.620501       0   
2024-10-17 02:00:00+01:00  17.619499  17.637400  17.593800  17.607000       0   
2024-10-17 03:00:00+01:00  17.606689  17.638901  17.587700  17.630711       0   
2024-10-17 04:00:00+01:00  17.630711  17.659679  17.618601  17.653700       0   
2024-10-17 05:00:00+01:00  17.656891  17.661591  17.620001  17.641300       0   
2024-10-17 06:00:00+01:00  17.643860  17.660000  17.626101  17.650801       0   
2024-10-17 07:00:00+01:00  17.654480  17.698799  17.645000  17.694250       0   
2024-10-17 08:00:00+01:00  17.693970  17.745119  17.680000  17.724800       0   
2024-10-17 09:00:00+01:00  17.726351  17.742701  17.697599  17.732100       0   
2024-10-17 10:00:00+01:00  17.733440  17.747299  17.713800  17.738701       0   
