                                Open       High        Low      Close  Volume  \
Datetime                                                                        
2024-10-17 00:00:00+01:00  17.628300  17.636600  17.618500  17.627701       0   
2024-10-17 00:01:00+01:00  17.627199  17.636299  17.623600  17.631599       0   
2024-10-17 00:02:00+01:00  17.631399  17.641300  17.626301  17.637199       0   
2024-10-17 00:03:00+01:00  17.639910  17.645800  17.629700  17.642500       0   
2024-10-17 00:04:00+01:00  17.637699  17.645500  17.632299  17.642300       0   
2024-10-17 00:05:00+01:00  17.639999  17.643101  17.631901  17.640100       0   
2024-10-17 00:06:00+01:00  17.641500  17.644600  17.631599  17.638000       0   
2024-10-17 00:07:00+01:00  17.638100  17.644600  17.629900  17.630899       0   
2024-10-17 00:08:00+01:00  17.639200  17.645500  17.630800  17.638500       0   
2024-10-17 00:09:00+01:00  17.642099  17.645300  17.632601  17.632601       0   
2024-10-17 00:10:00+01:00  17.638300  17.645300  17.631599  17.640699       0   
2024-10-17 00:11:00+01:00  17.643299  17.645300  17.628000  17.638500       0   
2024-10-17 00:12:00+01:00  17.643101  17.643299  17.635300  17.639999       0   
2024-10-17 00:13:00+01:00  17.641001  17.643480  17.635799  17.643200       0   
2024-10-17 00:14:00+01:00  17.643299  17.643299  17.635799  17.640200       0   
2024-10-17 00:15:00+01:00  17.636801  17.643299  17.631399  17.641211       0   
2024-10-17 00:16:00+01:00  17.636700  17.644699  17.627001  17.642099       0   
2024-10-17 00:17:00+01:00  17.642170  17.651630  17.630600  17.642000       0   
2024-10-17 00:18:00+01:00  17.640200  17.643101  17.627800  17.643101       0   
2024-10-17 00:19:00+01:00  17.640751  17.643200  17.636499  17.640800       0   
2024-10-17 00:20:00+01:00  17.641800  17.643101  17.635799  17.637100       0   
2024-10-17 00:21:00+01:00  17.638700  17.643101  17.636000  17.636700       0   
2024-10-17 00:22:00+01:00  17.636801  17.643000  17.628799  17.639000       0   
2024-10-17 00:23:00+01:00  17.641800  17.643101  17.627899  17.636499       0   
2024-10-17 00:24:00+01:00  17.640900  17.643101  17.635000  17.643101       0   
2024-10-17 00:25:00+01:00  17.636900  17.643200  17.636200  17.640980       0   
2024-10-17 00:26:00+01:00  17.639500  17.643000  17.635201  17.638100       0   
