                                Open       High        Low      Close  Volume  \
Datetime                                                                        
2024-10-22 09:30:00-04:00  38.198002  38.230000  38.160000  38.161999  899921   
2024-10-22 09:31:00-04:00  38.169998  38.174999  38.100601  38.130001   54841   
2024-10-22 09:32:00-04:00  38.130001  38.130001  38.070000  38.075802   73420   
2024-10-22 09:33:00-04:00  38.079300  38.099998  38.060001  38.080101   76352   
2024-10-22 09:34:00-04:00  38.090000  38.105000  38.029999  38.029999   52223   
2024-10-22 09:35:00-04:00  38.020000  38.150002  38.020000  38.139999  116154   
2024-10-22 09:36:00-04:00  38.119999  38.169998  38.088902  38.095001   49219   
2024-10-22 09:37:00-04:00  38.090900  38.160000  38.090000  38.156898   58456   
2024-10-22 09:38:00-04:00  38.145000  38.145000  38.079399  38.119999   63520   
2024-10-22 09:39:00-04:00  38.115002  38.139999  38.099998  38.119999   22277   
2024-10-22 09:40:00-04:00  38.110001  38.110001  38.060001  38.060001   21408   
2024-10-22 09:41:00-04:00  38.064999  38.067299  38.028702  38.064999   54495   
2024-10-22 09:42:00-04:00  38.060001  38.130001  38.060001  38.130001   61692   
2024-10-22 09:43:00-04:00  38.125000  38.135601  38.070099  38.070099   81157   
2024-10-22 09:44:00-04:00  38.075001  38.075001  38.029999  38.044998   33769   
2024-10-22 09:45:00-04:00  38.058102  38.089901  38.044998  38.075001   31324   
2024-10-22 09:46:00-04:00  38.090000  38.099998  38.040001  38.069901   25325   
2024-10-22 09:47:00-04:00  38.070099  38.099998  38.055000  38.099899   75903   
2024-10-22 09:48:00-04:00  38.099499  38.099998  38.063202  38.069901   52027   
2024-10-22 09:49:00-04:00  38.060001  38.084999  38.055000  38.082001   67734   
2024-10-22 09:50:00-04:00  38.070000  38.070000  38.009998  38.014999   50702   
2024-10-22 09:51:00-04:00  38.010502  38.015099  37.921101  37.954899  406060   
2024-10-22 09:52:00-04:00  37.959999  37.959999  37.890900  37.900101  191998   
2024-10-22 09:53:00-04:00  37.900002  37.947701  37.900002  37.947701   94125   
2024-10-22 09:54:00-04:00  37.945000  38.119999  37.940201  38.115002  251100   
2024-10-22 09:55:00-04:00  38.130001  38.130001  38.029999  38.044998  227978   
2024-10-22 09:56:00-04:00  38.028500  38.075001  38.020000  38.042301   51123   
2024-10-22 09:57:00-04:00  38.044998  38.105000  38.040001  38.099998   46224   
2024-10-22 09:58:00-04:00  38.090000  38.110001  38.060001  38.089802   28082   
2024-10-22 09:59:00-04:00  38.115002  38.135101  38.110001  38.119999   59239   
2024-10-22 10:00:00-04:00  38.130001  38.134998  38.077999  38.080002   47492   
2024-10-22 10:01:00-04:00  38.084999  38.130001  38.084999  38.130001   18995   
2024-10-22 10:02:00-04:00  38.110001  38.110001  38.048302  38.060001   67720   
2024-10-22 10:03:00-04:00  38.049999  38.099998  38.020000  38.066799   37365   
2024-10-22 10:04:00-04:00  38.090000  38.110001  38.077499  38.080101   61897   
2024-10-22 10:05:00-04:00  38.090000  38.099998  38.049999  38.060001   22354   
2024-10-22 10:06:00-04:00  38.049999  38.125000  38.040001  38.099998   48827   
2024-10-22 10:07:00-04:00  38.101002  38.230000  38.101002  38.220001  149235   
2024-10-22 10:08:00-04:00  38.220001  38.340000  38.220001  38.305000  148502   
2024-10-22 10:09:00-04:00  38.299999  38.319901  38.264999  38.290001  200523   
2024-10-22 10:10:00-04:00  38.279999  38.325001  38.240002  38.320000   46724   
2024-10-22 10:11:00-04:00  38.349998  38.430000  38.310101  38.400002  154268   
2024-10-22 10:12:00-04:00  38.389999  38.400002  38.369999  38.375000   41906   
2024-10-22 10:13:00-04:00  38.369999  38.380001  38.330002  38.365002   39228   
2024-10-22 10:14:00-04:00  38.369999  38.404999  38.365002  38.389999   35910   
2024-10-22 10:15:00-04:00  38.380001  38.439999  38.380001  38.404999   50876   
2024-10-22 10:16:00-04:00  38.404999  38.413898  38.384998  38.410000   43304   
2024-10-22 10:17:00-04:00  38.408298  38.459999  38.389999  38.430000  101658   
2024-10-22 10:18:00-04:00  38.426998  38.426998  38.349998  38.369999  118085   
2024-10-22 10:19:00-04:00  38.369900  38.369900  38.321499  38.349998   38843   
2024-10-22 10:20:00-04:00  38.340000  38.340000  38.299999  38.314999   76505   
2024-10-22 10:21:00-04:00  38.324001  38.355000  38.319000  38.355000   33536   
2024-10-22 10:22:00-04:00  38.355000  38.400002  38.341999  38.366001   65395   
2024-10-22 10:23:00-04:00  38.365002  38.365002  38.309700  38.320000   36380   
2024-10-22 10:24:00-04:00  38.320000  38.320000  38.209999  38.250000  181924   
2024-10-22 10:25:00-04:00  38.240002  38.264999  38.230000  38.244999   54003   
2024-10-22 10:26:00-04:00  38.255001  38.275002  38.215000  38.216000   63728   
2024-10-22 10:27:00-04:00  38.200001  38.215000  38.161999  38.215000   82706   
2024-10-22 10:28:00-04:00  38.224998  38.224998  38.205002  38.209900   21417   
2024-10-22 10:29:00-04:00  38.200401  38.209999  38.174999  38.185001   46308   
2024-10-22 10:30:00-04:00  38.200001  38.264999  38.200001  38.255798   43612   
2024-10-22 10:31:00-04:00  38.250000  38.250000  38.200001  38.220001   27977   
2024-10-22 10:32:00-04:00  38.240002  38.275002  38.236099  38.275002   37669   
