                              Open     High      Low    Close  Volume  \
Datetime                                                                
2024-10-18 00:00:00+01:00  1.61702  1.61720  1.61666  1.61713       0   
2024-10-18 00:01:00+01:00  1.61713  1.61721  1.61699  1.61710       0   
2024-10-18 00:02:00+01:00  1.61702  1.61709  1.61656  1.61696       0   
2024-10-18 00:03:00+01:00  1.61699  1.61718  1.61699  1.61710       0   
2024-10-18 00:04:00+01:00  1.61711  1.61727  1.61673  1.61719       0   
2024-10-18 00:05:00+01:00  1.61713  1.61724  1.61686  1.61690       0   
2024-10-18 00:06:00+01:00  1.61691  1.61711  1.61654  1.61697       0   
2024-10-18 00:07:00+01:00  1.61698  1.61703  1.61680  1.61687       0   
2024-10-18 00:08:00+01:00  1.61685  1.61702  1.61645  1.61690       0   
2024-10-18 00:09:00+01:00  1.61693  1.61713  1.61690  1.61695       0   
2024-10-18 00:10:00+01:00  1.61699  1.61704  1.61655  1.61674       0   
2024-10-18 00:11:00+01:00  1.61676  1.61689  1.61674  1.61685       0   
2024-10-18 00:12:00+01:00  1.61685  1.61694  1.61639  1.61687       0   
2024-10-18 00:13:00+01:00  1.61691  1.61702  1.61684  1.61685       0   
2024-10-18 00:14:00+01:00  1.61690  1.61696  1.61649  1.61683       0   
2024-10-18 00:15:00+01:00  1.61671  1.61688  1.61667  1.61682       0   
2024-10-18 00:16:00+01:00  1.61676  1.61686  1.61620  1.61646       0   
2024-10-18 00:17:00+01:00  1.61649  1.61674  1.61644  1.61670       0   
2024-10-18 00:18:00+01:00  1.61673  1.61683  1.61634  1.61679       0   
2024-10-18 00:19:00+01:00  1.61677  1.61683  1.61662  1.61662       0   
2024-10-18 00:20:00+01:00  1.61669  1.61676  1.61625  1.61676       0   
2024-10-18 00:21:00+01:00  1.61663  1.61703  1.61663  1.61693       0   
2024-10-18 00:22:00+01:00  1.61694  1.61698  1.61652  1.61689       0   
2024-10-18 00:23:00+01:00  1.61688  1.61699  1.61680  1.61688       0   
2024-10-18 00:24:00+01:00  1.61686  1.61694  1.61649  1.61687       0   
2024-10-18 00:25:00+01:00  1.61684  1.61699  1.61680  1.61699       0   
2024-10-18 00:26:00+01:00  1.61694  1.61701  1.61656  1.61701       0   
2024-10-18 00:27:00+01:00  1.61703  1.61705  1.61690  1.61697       0   
2024-10-18 00:28:00+01:00  1.61696  1.61705  1.61657  1.61705       0   
2024-10-18 00:29:00+01:00  1.61698  1.61707  1.61690  1.61699       0   
2024-10-18 00:30:00+01:00  1.61697  1.61704  1.61651  1.61692       0   
2024-10-18 00:31:00+01:00  1.61691  1.61699  1.61687  1.61696       0   
2024-10-18 00:32:00+01:00  1.61691  1.61707  1.61653  1.61700       0   
2024-10-18 00:33:00+01:00  1.61701  1.61720  1.61670  1.61689       0   
2024-10-18 00:34:00+01:00  1.61688  1.61695  1.61647  1.61695       0   
2024-10-18 00:35:00+01:00  1.61689  1.61698  1.61670  1.61682       0   
2024-10-18 00:36:00+01:00  1.61676  1.61684  1.61622  1.61661       0   
2024-10-18 00:37:00+01:00  1.61655  1.61669  1.61654  1.61656       0   
2024-10-18 00:38:00+01:00  1.61657  1.61668  1.61621  1.61649       0   
2024-10-18 00:39:00+01:00  1.61651  1.61666  1.61650  1.61663       0   
2024-10-18 00:40:00+01:00  1.61658  1.61669  1.61613  1.61663       0   
