                              Open     High      Low    Close  Volume  \
Datetime                                                                
2024-10-24 00:00:00+01:00  1.79711  1.79726  1.79666  1.79673       0   
2024-10-24 00:01:00+01:00  1.79676  1.79693  1.79637  1.79691       0   
2024-10-24 00:02:00+01:00  1.79692  1.79695  1.79676  1.79693       0   
2024-10-24 00:03:00+01:00  1.79694  1.79699  1.79651  1.79689       0   
2024-10-24 00:04:00+01:00  1.79688  1.79717  1.79673  1.79715       0   
2024-10-24 00:05:00+01:00  1.79717  1.79720  1.79669  1.79701       0   
2024-10-24 00:06:00+01:00  1.79702  1.79703  1.79685  1.79701       0   
2024-10-24 00:07:00+01:00  1.79701  1.79701  1.79654  1.79696       0   
2024-10-24 00:08:00+01:00  1.79695  1.79700  1.79682  1.79698       0   
2024-10-24 00:09:00+01:00  1.79659  1.79700  1.79659  1.79696       0   
2024-10-24 00:10:00+01:00  1.79695  1.79696  1.79652  1.79665       0   
2024-10-24 00:11:00+01:00  1.79663  1.79679  1.79622  1.79679       0   
2024-10-24 00:12:00+01:00  1.79679  1.79681  1.79661  1.79678       0   
2024-10-24 00:13:00+01:00  1.79677  1.79679  1.79635  1.79675       0   
2024-10-24 00:14:00+01:00  1.79671  1.79677  1.79661  1.79677       0   
2024-10-24 00:15:00+01:00  1.79676  1.79680  1.79629  1.79674       0   
2024-10-24 00:16:00+01:00  1.79681  1.79691  1.79649  1.79667       0   
2024-10-24 00:17:00+01:00  1.79667  1.79675  1.79617  1.79673       0   
2024-10-24 00:18:00+01:00  1.79672  1.79680  1.79653  1.79667       0   
2024-10-24 00:19:00+01:00  1.79669  1.79677  1.79627  1.79670       0   
2024-10-24 00:20:00+01:00  1.79670  1.79674  1.79654  1.79665       0   
2024-10-24 00:21:00+01:00  1.79665  1.79665  1.79602  1.79633       0   
2024-10-24 00:22:00+01:00  1.79641  1.79643  1.79600  1.79629       0   
2024-10-24 00:23:00+01:00  1.79622  1.79628  1.79580  1.79621       0   
2024-10-24 00:24:00+01:00  1.79623  1.79625  1.79614  1.79622       0   
2024-10-24 00:25:00+01:00  1.79622  1.79638  1.79585  1.79638       0   
2024-10-24 00:26:00+01:00  1.79637  1.79646  1.79621  1.79627       0   
2024-10-24 00:27:00+01:00  1.79628  1.79633  1.79588  1.79628       0   
2024-10-24 00:28:00+01:00  1.79627  1.79627  1.79607  1.79623       0   
2024-10-24 00:29:00+01:00  1.79620  1.79629  1.79577  1.79629       0   
2024-10-24 00:30:00+01:00  1.79628  1.79662  1.79620  1.79649       0   
2024-10-24 00:31:00+01:00  1.79647  1.79649  1.79598  1.79643       0   
2024-10-24 00:32:00+01:00  1.79645  1.79645  1.79625  1.79641       0   
2024-10-24 00:33:00+01:00  1.79643  1.79643  1.79596  1.79638       0   
2024-10-24 00:34:00+01:00  1.79636  1.79641  1.79630  1.79638       0   
2024-10-24 00:35:00+01:00  1.79638  1.79644  1.79592  1.79635       0   
2024-10-24 00:36:00+01:00  1.79631  1.79633  1.79598  1.79603       0   
2024-10-24 00:37:00+01:00  1.79557  1.79605  1.79557  1.79594       0   
2024-10-24 00:38:00+01:00  1.79592  1.79592  1.79557  1.79572       0   
2024-10-24 00:39:00+01:00  1.79569  1.79584  1.79521  1.79573       0   
2024-10-24 00:40:00+01:00  1.79568  1.79578  1.79562  1.79578       0   
2024-10-24 00:41:00+01:00  1.79577  1.79582  1.79530  1.79578       0   
2024-10-24 00:42:00+01:00  1.79579  1.79579  1.79547  1.79549       0   
2024-10-24 00:43:00+01:00  1.79544  1.79549  1.79498  1.79533       0   
